event_id,user_id,event_date,event_name,feature_name,transaction_flag
E0243_1,U0243,20-02-2025,signup_completed,,0
E0243_2,U0243,24-02-2025,account_activated,,0
E0243_3,U0243,03-03-2025,first_transaction,UPI Payments,1
E0244_1,U0244,19-01-2025,signup_completed,,0
E0244_2,U0244,20-01-2025,account_activated,,0
E0244_3,U0244,25-01-2025,feature_viewed,Rewards,0
E0245_1,U0245,21-01-2025,signup_completed,,0
E0245_2,U0245,23-01-2025,account_activated,,0
E0245_3,U0245,25-01-2025,feature_viewed,UPI Payments,0
E0245_4,U0245,26-01-2025,first_transaction,Savings Goal,1
E0245_5,U0245,13-02-2025,repeat_usage,Savings Goal,1
E0245_6,U0245,10-02-2025,repeat_usage,Savings Goal,1
E0245_7,U0245,31-01-2025,repeat_usage,Savings Goal,1
E0245_8,U0245,28-01-2025,repeat_usage,Savings Goal,1
E0245_9,U0245,30-01-2025,repeat_usage,Savings Goal,1
E0246_1,U0246,23-01-2025,signup_completed,,0
E0246_2,U0246,25-01-2025,account_activated,,0
E0246_3,U0246,01-02-2025,first_transaction,Savings Goal,1
E0247_1,U0247,16-02-2025,signup_completed,,0
E0247_2,U0247,21-02-2025,account_activated,,0
E0247_3,U0247,22-02-2025,feature_viewed,Bill Pay,0
E0247_4,U0247,01-03-2025,first_transaction,Rewards,1
E0247_5,U0247,11-03-2025,repeat_usage,Rewards,1
E0247_6,U0247,16-03-2025,repeat_usage,Rewards,1
E0247_7,U0247,12-03-2025,repeat_usage,Rewards,1
E0247_8,U0247,18-03-2025,repeat_usage,Rewards,1
E0248_1,U0248,20-02-2025,signup_completed,,0
E0248_2,U0248,21-02-2025,account_activated,,0
E0248_3,U0248,24-02-2025,feature_viewed,Rewards,0
E0248_4,U0248,24-02-2025,first_transaction,Bill Pay,1
E0248_5,U0248,08-03-2025,repeat_usage,Bill Pay,1
E0248_6,U0248,10-03-2025,repeat_usage,Bill Pay,1
E0248_7,U0248,08-03-2025,repeat_usage,Bill Pay,1
E0248_8,U0248,12-03-2025,repeat_usage,Bill Pay,1
E0249_1,U0249,22-01-2025,signup_completed,,0
E0249_2,U0249,24-01-2025,account_activated,,0
E0249_3,U0249,29-01-2025,feature_viewed,Rewards,0
E0249_4,U0249,27-01-2025,first_transaction,Savings Goal,1
E0250_1,U0250,19-01-2025,signup_completed,,0
E0250_2,U0250,21-01-2025,account_activated,,0
E0250_3,U0250,24-01-2025,feature_viewed,Bill Pay,0
E0250_4,U0250,25-01-2025,first_transaction,Rewards,1
